,Name,Spec,parx,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,dist,BV,MV,BC,L,coords,pmra,pmdec,rv,Binary_Cut,MsEst,MsTrue,int_comp
971,HIP 74537,G8V,56.59309564233162,0.0,7.34,6.58,0.0,0.0,5.286,4.986,4.77,17.67,0.76,5.343817252466179,-1.2400000000000002,0.71,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (228.46514893, -1.35016406, 17.67)>",-1269.7,-503.1,0.0,False,0.972067409618359,0.9490878369423243,0.1799040846701848
972,HIP 74605,F9IV,39.46329913180742,0.0,5.69,5.15,0.0,0.0,4.217,3.983,3.8600000000000003,25.34,0.54,3.1309669472628876,-2.0200000000000005,4.88,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (228.65834045, 67.34767914, 25.34)>",221.5,-392.3,0.0,False,1.433929682676216,1.4439976951154636,0.12187052691504137
973,HIP 74653,G5IV,37.73584905660377,0.0,7.6000000000000005,6.86,0.0,0.0,5.591,5.275,5.180000000000001,26.5,0.74,4.743770630315961,-2.12,1.18,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (228.8139801, -70.51922607, 26.5)>",-177.9,-165.0,0.0,False,1.074238432213713,1.0728907148043096,0.10079948323544004
974,HIP 74702,K0V,63.09148264984226,0.0,7.76,6.93,0.0,0.0,5.484,5.115,,15.85,0.83,5.929853667231149,-1.0,0.43,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (228.99609375, 0.79669398, 15.85)>",178.0,-136.5,0.0,False,0.8851413761476987,0.8235201280043604,0.166945284723536
975,HIP 74975,F8V,39.40110323089046,0.0,5.6,5.06,0.0,0.0,4.341,3.947,,25.38,0.54,3.03754191120657,-2.03,5.34,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (229.8274231, 1.76665604, 25.38)>",373.2,-513.6,0.0,False,1.4594357622881535,1.4635156391602482,0.11829907191655367
976,HIP 74995,M3V,157.72870662460565,0.0,12.17,10.57,0.0,0.0,6.706,6.095,5.84,6.34,1.6,11.559553710591336,0.9900000000000002,0.01,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (229.86477661, -7.72203779, 6.34)>",-1224.5,-99.5,0.0,False,0.4386625104298456,0.41127591187066576,0.027305275281011523
977,HIP 75181,G4V,67.52194463200539,0.0,6.29,5.65,0.0,0.0,4.308,3.898,4.1000000000000005,14.81,0.64,4.797224707393958,-0.8500000000000005,1.09,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (230.45655823, -48.31695938, 14.81)>",-1622.7,-275.1,0.0,False,1.0645408534658163,1.126768422237792,0.23160808514972364
978,HIP 75187,M9V,87.64241893076249,0.0,11.52,10.0,0.0,0.0,6.61,5.96,5.68,11.41,1.52,9.713571777908927,-0.27999999999999936,0.05,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (230.47033691, 20.97744179, 11.41)>",78.5,129.4,0.0,False,0.5308198847771312,0.512580856109177,0.02305228374083783
979,HIP 75201,K7V,52.91005291005291,0.0,10.73,9.42,0.0,0.0,6.987,6.346,6.18,18.9,1.31,8.03769097913378,-1.3800000000000008,0.11,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (230.51780701, -4.7774229, 18.9)>",-294.7,-12.8,0.0,False,0.6525719808178275,0.6224584206092941,0.012585232582663941
980,HIP 75253,K2V,45.22840343735866,0.0,8.93,7.94,0.0,0.0,6.28,5.827,5.69,22.11,0.99,6.2170562871064305,-1.7200000000000006,0.35,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (230.6530304, -10.66063118, 22.11)>",-57.7,-202.4,0.0,False,0.8466237695752075,0.8076764979104274,0.05268602357344181
981,HIP 75266,K2V,38.74467260751646,0.0,9.27,8.28,0.0,0.0,6.596,6.175,6.039999999999999,25.81,0.99,6.221059977280655,-2.0599999999999996,0.36,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (230.67816162, 1.41951096, 25.81)>",-363.6,-363.9,0.0,False,0.8461044201649516,0.8319000508941375,0.02799123200161041
982,HIP 75277,K0V,51.020408163265294,0.0,7.93,7.12,0.0,0.0,5.712,5.367,5.26,19.6,0.81,5.658719643217619,-1.46,0.52,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (230.69572449, 18.91877174, 19.6)>",-230.3,77.5,0.0,False,0.9239012968113682,0.9190179622036149,0.12174350145983374
983,HIP 75312 A,G2V,55.99104143337066,0.0,6.13,5.58,0.0,0.0,4.052,3.701,,17.86,0.55,4.320592727237361,-1.2599999999999998,1.64,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (230.8009491, 30.28824043, 17.86)>",125.8,-176.5,0.0,True,1.155512567009798,1.1915286486711736,0.19765202670707965
984,HIP 75363,G8V,35.01400560224089,0.0,8.27,7.53,0.0,0.0,6.198,5.832,5.73,28.56,0.74,5.251208984479317,-2.2800000000000002,0.77,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (231.01011658, -27.30511475, 28.56)>",-3.1,-45.1,0.0,False,0.9869150604175166,0.9551184369942123,0.05337688594325638
985,HIP 75542,K4V,41.49377593360995,0.0,9.870000000000001,8.8,0.0,0.0,6.861,6.29,6.140000000000001,24.1,1.07,6.889914787125659,-1.910000000000001,0.23,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (231.49598694, -26.70575714, 24.1)>",-818.3,-9.9,0.0,False,0.7656124175994833,0.7434143100604407,0.01684749619323053
986,HIP 75718,A1V,48.59086491739553,0.0,7.7,6.88,0.0,0.0,5.437,5.052,,20.58,0.82,5.312773147867929,-1.5599999999999996,0.74,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (232.03987122, -9.34718609, 20.58)>",72.7,-363.4,0.0,False,0.9770090156832009,0.9997341259291668,0.15170170803705837
987,HIP 75722,K1V,48.804294777940456,0.0,8.450000000000001,7.53,0.0,0.0,5.994,5.551,5.42,20.49,0.92,5.972290207994026,-1.5600000000000005,0.42,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (232.05067444, -9.35699463, 20.49)>",81.5,-355.9,0.0,False,0.8792899730153517,0.8710570041253047,0.08296116981555397
988,HIP 75809,G8V,45.76659038901601,0.0,7.24,6.57,0.0,0.0,5.383,5.155,5.07,21.85,0.67,4.872742793467797,-1.7000000000000002,1.01,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (232.29989624, 80.44834137, 21.85)>",-225.2,107.8,0.0,False,1.0510473553380426,1.1241782590636633,0.1484847195007063
989,HIP 75829,G5V,46.490004649000454,0.0,8.1,7.3,0.0,0.0,5.879,5.559,5.449999999999999,21.51,0.8,5.6367979480626875,-1.6600000000000001,0.55,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (232.35148621, 80.45001221, 21.51)>",-217.4,105.5,0.0,False,0.9271419789551429,0.9405485131634976,0.09917536201133843
990,HIP 76074,M2V,168.63406408094434,0.0,10.81,9.31,0.0,0.0,5.647,5.025,4.760000000000001,5.93,1.5,10.444726533178688,1.129999999999999,0.03,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (233.05769348, -41.27308655, 5.93)>",-1177.5,-1028.9,0.0,False,0.4899404824392898,0.5041986289103972,0.11728724238707004
991,HIP 76219,K1V,34.56619426201175,0.0,5.630000000000001,4.61,0.0,0.0,2.859,2.336,2.2500000000000004,28.93,1.02,2.3032578317600856,-2.3100000000000005,13.99,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (233.5438385, -10.06396008, 28.93)>",305.6,-234.1,0.0,False,1.6821305708347603,1.6208486894001093,0.0706989409778636
992,HIP 76233,G3V,39.123630672926446,0.0,7.1,6.52,0.0,0.0,5.49,5.299,5.1499999999999995,25.56,0.58,4.482195752568187,-2.039999999999999,1.42,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (233.58692932, -5.69510698, 25.56)>",-92.0,5.3,0.0,False,1.1235055028745755,1.0680641739478955,0.12799732220020976
993,HIP 76267,A0V,43.459365493263796,0.0,2.2399999999999998,2.21,0.0,0.0,2.249,2.394,2.18,23.01,0.03,0.4004169066567833,-1.81,70.81,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (233.6716156, 26.71491051, 23.01)>",120.4,-89.4,0.0,False,2.500398868840582,2.640397444536618,0.04573256283185877
994,HIP 76315,K5V,52.32862375719518,0.0,9.450000000000001,8.39,0.0,0.0,6.464,5.945,5.83,19.11,1.06,6.983696564724935,-1.4000000000000004,0.21,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (233.83267212, 60.08738708, 19.11)>",172.2,-162.9,0.0,False,0.7552614222712428,0.7854785885404887,0.03952803658065402
995,HIP 76330,K0V,33.48961821835231,0.0,9.479999999999999,8.62,0.0,0.0,7.011,6.616,6.499999999999999,29.86,0.86,6.244550983054967,-2.379999999999999,0.34,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (233.87530518, 36.20984268, 29.86)>",119.4,-93.2,0.0,False,0.8430667127065491,0.8597640140052941,0.014441860848088782
996,HIP 76375,K3V,44.68275245755138,0.0,8.6,7.65,0.0,0.0,6.01,5.615,5.5,22.38,0.95,5.900699589038345,-1.75,0.47,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (233.98710632, 39.83099365, 22.38)>",-448.9,50.3,0.0,False,0.8891943587237551,0.9438991441955196,0.06715384570359706
997,HIP 76382 A,K2V,44.82294935006723,0.0,7.72,6.8,0.0,0.0,5.5,4.841,4.72,22.31,0.92,5.057502148580812,-1.7400000000000002,0.99,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (234.01078796, 39.80240631, 22.31)>",-482.5,27.5,0.0,False,1.019028522134888,1.079321016027485,0.12538769770278158
998,HIP 76602,F6V,40.98360655737705,0.0,7.08,6.56,0.0,0.0,5.631,5.438,,24.4,0.52,4.623050868306352,-1.9399999999999995,1.23,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (234.66644287, -8.79465485, 24.4)>",1.3,-24.3,0.0,True,1.096595941268695,1.1217414355944149,0.13770039229237216
999,HIP 76603,F6V,37.56574004507888,0.0,6.89,6.38,0.0,0.0,5.507,5.292,,26.62,0.51,4.2539597443067185,-2.13,1.72,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (234.66696167, -8.7914238, 26.62)>",16.7,-27.3,0.0,True,1.1690744559384,1.1536714323992867,0.13628681145171848
1000,HIP 76779,K5V,64.26735218508996,0.0,10.22,8.92,0.0,0.0,6.475,5.874,5.6899999999999995,15.56,1.3,7.959952036731648,-0.96,0.12,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (235.14363098, -18.04924583, 15.56)>",160.2,89.9,0.0,False,0.6593610245000779,0.6516738095914085,0.0347385906903956
1001,HIP 76829,F4V,57.339449541284395,0.0,5.04,4.63,0.0,0.0,4.023,3.732,3.66,17.44,0.41,3.422267597017258,-1.1999999999999997,3.58,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (235.29798889, -44.66056061, 17.44)>",-168.7,-265.7,0.0,False,1.358088457523629,1.3339159995932552,0.17519412180391647
1002,HIP 77052,G3V,68.21282401091405,0.0,6.54,5.86,0.0,0.0,4.593,4.045,,14.66,0.68,5.029330148474454,-0.8300000000000001,0.9,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (236.00769043, 2.5155251, 14.66)>",-45.0,-144.7,0.0,False,1.0238214178043232,1.0681056834248484,0.23395210443909123
1003,HIP 77070,K2III,44.09171075837742,0.0,3.78,2.61,0.0,0.0,0.831,0.289,0.10000000000000009,22.68,1.17,0.8317847488956551,-1.7799999999999998,58.78,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (236.06665039, 6.42551994, 22.68)>",134.7,44.1,0.0,False,2.2773228597273447,2.346834952407607,0.04913846839746994
1004,HIP 77257,G0V,82.5082508250825,0.0,5.01,4.41,0.0,0.0,3.43,3.07,3.05,12.12,0.6,3.9924869008486636,-0.41000000000000014,2.22,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (236.61143494, 7.35324001, 12.12)>",-225.5,-68.5,0.0,False,1.224441718784891,1.26502049470447,0.23992995724658095
1005,HIP 77358,G6IV,65.14657980456026,0.0,6.7299999999999995,6.01,0.0,0.0,4.959,4.505,4.32,15.35,0.72,5.079458100933973,-0.9299999999999997,0.87,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (236.87254333, -37.91579056, 15.35)>",-416.8,-213.9,0.0,False,1.015315043410198,1.001451464505033,0.2262889013018606
1006,HIP 77408,K0V,46.97040864255519,0.0,8.24,7.42,0.0,0.0,5.991,5.61,,21.29,0.82,5.7791216928083875,-1.6399999999999997,0.48,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (237.03985596, 1.57214499, 21.29)>",-176.2,-166.7,0.0,False,0.9063910079643901,0.9193087067887259,0.08967500221361316
1007,HIP 77622,A5V,46.29629629629629,0.0,3.86,3.71,0.0,0.0,3.564,3.44,,21.6,0.15,2.0377312442453457,-1.67,12.88,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (237.70372009, 4.47758007, 21.6)>",128.0,61.9,0.0,False,1.7734301478782624,1.7146127171528678,0.09464727773911866
1008,HIP 77725 A,M2V,44.50378282153983,0.0,10.78,9.36,0.0,0.0,6.692,6.012,5.779999999999999,22.47,1.42,7.601984637904355,-1.7499999999999991,0.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (238.03497314, 10.87505341, 22.47)>",-267.3,-238.4,0.0,False,0.6921559082670362,0.7109975745660511,0.010372502977463866
1009,HIP 77760,F9V,62.93266205160477,0.0,5.16,4.6,0.0,0.0,2.94,2.744,3.1199999999999997,15.89,0.56,3.5943805139631015,-1.0099999999999998,3.26,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (238.16748047, 42.44998932, 15.89)>",439.0,629.5,0.0,False,1.315770591505318,1.3329423088839327,0.19030489284635382
1010,HIP 77790,K0V,33.97893306150186,0.0,9.1,8.26,0.0,0.0,6.725,6.343,6.23,29.43,0.84,5.916048689501945,-2.3499999999999996,0.44,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (238.26818848, 53.87147141, 29.43)>",114.6,-177.7,0.0,False,0.8870571650716794,0.8961412086764543,0.022695448370554774
1011,HIP 77801,G0IV,57.63688760806915,0.0,6.68,6.08,0.0,0.0,5.1,4.663,4.53,17.35,0.6,4.883502604365537,-1.2000000000000002,1.0,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (238.30078125, 13.19799137, 17.35)>",-150.6,-562.7,0.0,False,1.0491442820202235,0.9843757217467833,0.20653629811489388
1012,HIP 77908,K5V,41.00041000410003,0.0,10.450000000000001,9.22,0.0,0.0,6.95,6.406,6.23,24.39,1.23,7.283940998431348,-1.9400000000000004,0.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (238.66073608, -26.00442505, 24.39)>",-229.3,99.0,0.0,False,0.7235383010452817,0.748324468702436,0.010157510562240651
1013,HIP 77952,F0III,80.77544426494345,0.0,3.13,2.81,0.0,0.0,2.23,2.209,2.08,12.38,0.32,2.346396776579504,-0.45999999999999996,9.43,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (238.78669739, -63.42974854, 12.38)>",-188.4,-401.9,0.0,False,1.6678734989774722,1.7792928479803423,0.15921898126807604
1014,HIP 78072,F6V,88.88888888888889,0.0,4.33,3.85,0.0,0.0,3.149,2.875,2.66,11.25,0.48,3.594237387763094,-0.26000000000000023,3.13,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (239.11247253, 15.66473293, 11.25)>",311.2,-1282.2,0.0,False,1.315805045579208,1.306098443356147,0.23196570876718267
1015,HIP 78170,K4V,67.88866259334691,0.0,9.18,8.06,0.0,0.0,6.032,5.452,,14.73,1.12,7.218986265786846,-0.8500000000000005,0.19,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (239.42060852, -42.62377167, 14.73)>",-256.9,-191.4,0.0,False,0.7302232304077001,0.7241863738278184,0.0877621343576763
1016,HIP 78217,G5V,33.795201081446436,0.0,7.91,7.26,0.0,0.0,6.023,5.645,5.609999999999999,29.59,0.65,4.904275174196835,-2.3599999999999994,1.01,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (239.58805847, 70.89382935, 29.59)>",-59.7,253.9,0.0,False,1.0454838802048763,1.0983641041289767,0.06468200885892628
1017,HIP 78241,K0V,38.124285169653064,0.0,8.78,8.02,0.0,0.0,6.544,6.21,6.1,26.23,0.76,5.926008547048232,-2.09,0.43,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (239.63557434, 27.73927498, 26.23)>",-775.7,296.1,0.0,False,0.8856743756538142,0.8994183142752408,0.03705028895128881
1018,HIP 78459,G2V,58.0046403712297,0.0,6.0,5.4,0.0,0.0,4.088,3.989,3.9000000000000004,17.24,0.6,4.21731369255653,-1.1800000000000006,1.83,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (240.26165771, 33.3053894, 17.24)>",-196.9,-773.0,0.0,False,1.1766259759990787,1.1294047069662498,0.2003994286399098
1019,HIP 78527,F8V,47.5511174512601,0.0,4.5200000000000005,3.99,0.0,0.0,2.589,2.394,1.37,21.03,0.53,2.3758036365683943,-1.6100000000000003,14.84,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (240.47377014, 58.56443787, 21.03)>",-320.1,335.0,0.0,False,1.6582440996231496,1.6625793109581948,0.09092694277203008
1020,HIP 78709,G8V,45.004500450045,0.0,7.869999999999999,7.1,0.0,0.0,5.627,5.291,5.17,22.22,0.77,5.366279726975756,-1.7299999999999995,0.72,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (241.01678467, 25.25315094, 22.22)>",-488.8,696.6,0.0,False,0.9685140043295158,0.9905584221381534,0.10837869275650032
1021,HIP 78738,K1V,39.588281868566895,0.0,8.190000000000001,7.44,0.0,0.0,6.198,5.894,,25.26,0.75,5.4278332689034405,-2.0100000000000007,0.65,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (241.10818481, -11.44933033, 25.26)>",-69.2,-20.9,0.0,False,0.9588711362741914,0.9673905733609485,0.06546907920126646
1022,HIP 78739,K2V,44.24778761061946,0.0,8.87,8.02,0.0,0.0,6.593,6.221,,22.6,0.85,6.2494578042629945,-1.7699999999999996,0.33,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (241.11146545, -11.44982529, 22.6)>",-58.0,-23.4,0.0,False,0.8424342359009667,0.8524311297132765,0.04631849782941446
1023,HIP 78775,G8V,68.87052341597796,0.0,7.390000000000001,6.66,0.0,0.0,5.182,4.824,4.75,14.52,0.73,5.850166918179625,-0.8100000000000005,0.46,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (241.23843384, 39.1563797, 14.52)>",-571.2,52.6,0.0,False,0.8962838005991511,0.8601887315202256,0.20265704405804788
1024,HIP 78843,K4V,53.44735435595937,0.0,8.45,7.39,0.0,0.0,5.532,4.983,4.85,18.71,1.06,6.02963106249995,-1.3599999999999994,0.49,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (241.41786194, -20.44918633, 18.71)>",296.7,-359.4,0.0,False,0.8714730686897406,0.8149459625036316,0.10478555086817846
1025,HIP 78913,K3V,42.553191489361694,0.0,9.55,8.59,0.0,0.0,6.756,6.288,6.16,23.5,0.96,6.734660688641318,-1.8499999999999996,0.24,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (241.62260437, 38.63354111, 23.5)>",232.4,-536.1,0.0,False,0.7832322982151315,0.788988873680941,0.02284539248194578
1026,HIP 78955,G5V,36.88675765400221,0.0,6.98,6.32,0.0,0.0,5.181,4.97,4.800000000000001,27.11,0.66,4.154352412097573,-2.17,1.96,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (241.76469421, -14.07131958, 27.11)>",-261.2,11.8,0.0,False,1.1897564470643864,1.1500008492638758,0.13305762147078598
1027,HIP 79066,K3V,35.43586109142451,0.0,9.66,8.7,0.0,0.0,6.931,6.491,,28.22,0.96,6.447214952908354,-2.249999999999999,0.3,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (242.10218811, -13.13480854, 28.22)>",-61.7,-285.6,0.0,False,0.8175201729053719,0.8231230304499646,0.014013735357524716
1028,HIP 79137,K1V,35.323207347227125,0.0,6.930000000000001,5.94,0.0,0.0,4.304,3.79,3.6700000000000004,28.31,0.99,3.680300653174486,-2.2600000000000002,3.76,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (242.2960968, 6.38050985, 28.31)>",258.2,-746.7,0.0,False,1.29530360088718,1.2392201925200543,0.11816718888958001
1029,HIP 79143,G8V,38.80481179666278,0.0,7.94,7.23,0.0,0.0,5.991,5.654,5.550000000000001,25.77,0.71,5.174427907245477,-2.0600000000000005,0.8,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (242.30758667, -71.06864929, 25.77)>",-199.8,-393.2,0.0,False,0.999470498144011,1.0142299919434716,0.08032311208944372
1030,HIP 79190,K2V,68.16632583503748,0.0,7.970000000000001,7.11,0.0,0.0,5.546,5.102,4.98,14.67,0.86,6.277849430783587,-0.8300000000000001,0.33,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (242.4289093, -56.445961, 14.67)>",-136.1,334.5,0.0,False,0.8387884161865956,0.891436796486014,0.16082027446512365
1031,HIP 79248,K0V,56.915196357427426,0.0,7.49,6.61,0.0,0.0,5.158,4.803,4.720000000000001,17.57,0.88,5.386141192523526,-1.2300000000000004,0.7,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (242.6008606, 43.81837082, 17.57)>",132.5,-298.4,0.0,False,0.9653874715736467,1.0244799912127185,0.1776977565035732
1032,HIP 79492 A,G8V,42.40882103477523,0.0,7.4399999999999995,6.68,0.0,0.0,5.59,5.238,,23.58,0.76,4.817280996204649,-1.8599999999999994,1.16,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (243.32643127, 13.52792931, 23.58)>",183.4,-418.7,0.0,False,1.0609337379919899,1.0181995470316376,0.12947975657588762
1033,HIP 79537,G8V,71.99424046076312,0.0,8.35,7.53,0.0,0.0,5.888,5.395,5.29,13.89,0.82,6.8164887713119215,-0.71,0.21,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (243.45619202, -57.56708145, 13.89)>",-854.0,-1410.8,0.0,False,0.7738693290416148,0.7347634669849589,0.13756088651922382
1034,HIP 79578,G1V,46.40371229698375,0.0,7.2,6.55,0.0,0.0,5.376,5.089,5.0,21.55,0.65,4.882763627516248,-1.67,1.01,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (243.54994202, -31.66303635, 21.55)>",-81.4,-252.6,0.0,False,1.0492748296515158,1.001780628264089,0.15596485167551
1035,HIP 79607 A,F8V,47.43833017077799,0.0,6.13,5.55,0.0,0.0,3.948,3.346,5.05,21.08,0.58,3.930646967297455,-1.6199999999999997,2.19,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (243.67100525, 33.85882568, 21.08)>",-266.5,-86.9,0.0,True,1.2380552826698494,1.1940367262152323,0.16847963702058127
1036,HIP 79672,G5V,71.94244604316546,0.0,6.15,5.5,0.0,0.0,4.667,4.162,,13.9,0.65,4.784925998729524,-0.7199999999999998,1.11,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (243.90472412, -8.36823654, 13.9)>",232.2,-495.8,0.0,False,1.0667612351587166,1.1105308145103847,0.24117626180188514
1037,HIP 79755,M0V,93.54536950420955,0.0,10.02,8.61,0.0,0.0,5.779,5.136,4.949999999999999,10.69,1.41,8.465111473956108,-0.1399999999999988,0.1,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (244.1812439, 67.23863983, 10.69)>",-497.9,85.9,0.0,False,0.6172276152321371,0.5910129010597909,0.08918200755428989
1038,HIP 79762,M3V,93.10986964618249,0.0,12.19,10.69,0.0,0.0,6.908,6.3,6.069999999999999,10.74,1.5,10.534978593182316,-0.16000000000000014,0.03,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (244.19184875, 67.25602722, 10.74)>",-485.6,90.7,0.0,False,0.4853212300598041,0.5163542631248214,0.01132479266622121
1039,HIP 79777,G6V,34.90401396160558,0.0,8.4,7.64,0.0,0.0,6.316,6.003,5.869999999999999,28.65,0.76,5.354376868482956,-2.29,0.7,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (244.22131348, -49.85667419, 28.65)>",-20.3,-32.6,0.0,False,0.9703946420670689,1.0291125432062758,0.04885397006376045
1040,HIP 79822,F5V,33.624747814391384,0.0,5.3100000000000005,4.95,0.0,0.0,4.373,4.279,,29.74,0.36,2.583295179070323,-2.37,7.73,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (244.37709045, 75.75470734, 29.74)>",-89.9,257.8,0.0,False,1.5923044539446027,1.561219607054381,0.09060153045811338
